Filter SHA results: L, M: 07, 01
Date,Center time,Clm_r,Slm_r,Clm_th,Slm_th,Clm_ph,Slm_ph
2010-01-01,12:00,-3.16893,0.235658,1.00641,0.295622,0.330708,0.247579
2010-01-07,06:00,3.68975,-0.529956,-1.35743,-0.428538,2.41849,-1.64954
2010-01-08,21:00,2.67622,-3.25181,-3.43816,7.83615,2.68601,-1.16561
2010-02-09,03:00,-3.96874,-2.20111,7.62731,-3.95015,1.08724,0.656019
2010-02-20,18:00,-3.59784,-0.647615,9.83594,1.85287,1.99081,-1.19028
2010-02-27,03:00,-2.96438,3.46874,-1.70215,-2.80101,-0.319005,-0.742861
2010-02-28,09:00,-4.15443,2.35371,-0.0851512,-3.45742,1.19937,-0.0947671
2010-03-09,09:00,-0.305863,3.17955,-7.51822,0.877741,0.539388,0.444231
2010-03-18,18:00,-0.491193,-1.75242,1.26945,3.16526,0.278072,-0.837772
2010-03-22,03:00,2.74836,0.703009,1.9661,3.71374,1.09334,-0.772455
2010-03-24,00:00,1.8722,1.97969,2.30319,3.94989,2.57374,-3.51101
2010-03-27,15:00,-0.222208,0.687793,0.0449753,3.5623,2.49981,-1.00691
2010-04-18,18:00,-0.132898,4.07611,-4.52335,5.72324,1.04888,0.0290251
2010-04-25,21:00,0.109705,-0.442161,0.800264,0.195777,1.06299,-1.41662
2010-04-27,18:00,-1.55444,-1.20686,0.883295,3.65993,2.65994,-3.0303
2010-05-14,03:00,-1.50511,4.4081,-1.12225,0.910909,-0.968025,-0.623137
2010-05-16,03:00,0.193134,2.71348,0.489098,0.53258,1.12554,-0.451
2010-05-23,00:00,0.530815,3.37601,-2.41068,-1.31366,1.7524,2.23253
2010-05-24,09:00,-1.30099,0.128163,-4.46736,4.24973,1.07256,-1.08087
2010-05-27,15:00,-0.218641,0.353187,-2.88407,4.37686,3.97805,-5.23614
2010-06-12,18:00,-2.91685,0.642281,-3.04242,1.63733,2.37057,1.17392
2010-06-20,09:00,-3.74343,2.4466,3.42358,5.88751,0.0312253,0.0696701
2010-06-21,21:00,-4.445,2.2531,2.93931,6.65298,0.374188,3.083
2010-07-07,00:00,-0.541692,-2.39231,2.1557,0.88929,3.27043,-1.54236
2010-07-11,00:00,-2.06524,0.452196,1.79606,2.51408,2.2598,1.4619
2010-07-17,03:00,0.302766,-1.6238,0.0385668,4.77767,1.55375,-1.06154
2010-07-18,03:00,-0.382877,-1.49951,0.329728,6.08257,2.23514,-0.0267745
2010-07-19,03:00,-0.277512,-2.99625,1.44345,4.8693,0.722016,0.279427
2010-08-20,00:00,1.35894,-2.84437,1.99127,4.59533,2.28456,1.11087
2010-08-30,03:00,-2.07673,-2.8454,-1.9535,3.70325,1.10924,-1.0027
2010-08-31,06:00,-1.04942,-1.37109,-3.5483,-0.221296,1.96319,-2.63792
2010-09-01,00:00,-0.303472,-0.341423,-2.74808,0.0676517,2.51835,-2.37045
2010-09-04,09:00,-1.04634,-1.37296,-1.45508,1.41878,1.28117,-1.8067
2010-09-05,09:00,-1.76248,-0.157514,-1.60313,1.82321,3.62608,-1.54901
2010-09-11,18:00,-0.797051,-0.825169,0.941193,3.66524,3.72261,-1.57519
2010-09-12,21:00,-1.08663,0.443135,-0.3038,3.17718,3.1564,-1.62522
2010-09-22,18:00,1.24316,2.69229,-1.5074,0.902847,1.32255,-1.29403
2010-10-02,06:00,-2.36321,0.1821,-6.4655,3.456,1.76198,-1.25295
2010-10-04,00:00,-4.55673,1.17844,-6.46361,6.0317,2.01348,-2.44581
2010-10-14,21:00,1.83289,-1.34252,-1.76985,0.427676,2.1759,1.41614
2010-11-01,00:00,5.05389,0.80825,-13.4732,4.7819,-0.584195,0.4286
2010-11-01,18:00,4.51267,1.60927,-11.9206,0.806071,0.7411,0.831269
2010-11-07,03:00,-0.44641,0.1497,-8.38034,-3.15034,0.773571,0.732105
2010-11-10,03:00,0.850812,-2.51712,-3.33147,0.385114,2.11956,-1.74162
2010-11-19,18:00,-1.6698,0.537321,-13.2401,-4.90013,-0.677541,2.86341
2010-12-02,18:00,0.403166,-4.23463,2.97374,8.14226,3.68656,1.57436
2010-12-03,18:00,2.73272,-6.55441,-2.30701,9.3388,3.38399,0.191258
2010-12-05,09:00,2.09365,-2.82704,-3.14339,4.58424,2.91544,0.125903
2010-12-09,21:00,0.0553155,-7.97315,7.30085,8.90237,-4.06927,-4.30543
2010-12-11,12:00,-2.32739,-6.65766,6.47893,5.63218,-4.43619,-2.06226
2010-12-22,21:00,-3.39981,-3.11218,2.69269,-5.95652,0.407678,-1.53997
2011-01-05,09:00,0.50708,-3.07719,2.22684,17.0663,5.48596,-1.27948
2011-01-24,03:00,-1.80685,0.69359,-9.39363,-9.1316,3.31997,-2.01829
2011-01-30,15:00,5.1278,-2.05758,-18.1119,9.09502,6.39164,3.65996
2011-02-03,15:00,2.55208,-0.302083,-10.5261,-5.48163,0.197717,1.92563
2011-02-13,21:00,-1.10908,-2.20884,4.41572,-0.686254,0.658164,-2.51502
2011-02-17,15:00,-2.54008,-1.35063,6.93392,1.26554,1.77052,-2.66222
2011-02-24,12:00,0.729026,-3.24004,-8.12189,5.43694,2.55505,-0.0451291
2011-02-27,15:00,4.57121,-4.38583,-13.6182,2.93685,2.0112,-0.0253893
2011-03-15,06:00,-0.395399,-1.86057,5.99648,-5.53178,-0.33893,-0.297282
2011-03-16,06:00,-0.494247,-1.10692,6.0782,-6.39286,0.710215,-0.817795
2011-03-17,06:00,2.00397,-2.83489,3.59627,-4.51859,1.07404,0.177242
2011-03-26,18:00,-1.28084,-4.08911,-0.112867,2.07983,2.95855,-0.799861
2011-03-27,18:00,0.499325,-3.71877,2.76647,7.03083,1.99512,-0.161387
2011-04-25,18:00,-0.336516,-2.93868,-2.58181,0.736469,2.96106,1.38605
2011-04-27,03:00,0.0944863,-1.50636,-2.07753,0.367926,2.86351,0.382556
2011-04-28,06:00,0.560029,-1.1951,-2.58116,1.95183,2.86382,0.710259
2011-05-09,15:00,1.26332,-1.35487,-1.00798,-2.0286,0.478916,1.57311
2011-05-13,00:00,1.15844,-0.429507,-1.77439,-2.37875,4.20101,-2.59036
2011-05-14,09:00,3.56072,-1.8665,-2.16443,-0.804624,3.78558,0.00992437
2011-05-20,00:00,1.13353,-1.35413,-5.64947,-1.26008,2.00074,-1.63736
2011-05-21,00:00,3.06399,-1.15404,-2.03834,-2.62175,1.36123,0.19913
2011-05-22,21:00,1.28231,-0.231836,-0.163448,-0.530081,1.12669,0.435749
2011-05-25,15:00,2.11432,-0.769214,-2.44049,-2.23817,0.395303,0.648184
2011-06-04,09:00,-2.86874,2.06217,-5.64,-2.53874,-0.174105,-3.24759
2011-06-18,18:00,0.195568,-1.95333,-6.78141,-1.92115,3.77707,-3.59558
2011-06-28,18:00,3.75542,1.07146,-5.07053,4.28995,-0.864285,0.177815
2011-07-16,21:00,1.91954,-4.74436,0.647593,-0.700272,2.58232,0.410046
2011-07-27,18:00,1.94159,-1.93922,-4.66705,-5.73826,3.51999,-0.437779
2011-07-28,18:00,2.28317,-3.31887,-6.42436,-4.15693,2.206,-1.25389
2011-08-03,06:00,0.670026,-0.91356,-1.51129,1.52958,-0.116356,0.241863
2011-08-19,09:00,0.933874,-4.33648,-5.58955,-1.05754,4.18077,-2.44619
2011-08-20,09:00,1.66026,-2.55478,-4.02581,-0.401549,4.22875,-3.11985
2011-08-21,12:00,2.72464,-3.03428,-3.80161,-1.44655,3.48426,-3.99839
2011-08-31,15:00,2.44928,-5.40232,-4.58186,-2.08415,3.70726,-4.01845
2011-09-01,00:00,2.78916,-5.48793,-4.33985,-2.32226,3.38134,-3.2993
2011-09-09,00:00,0.728384,-2.60774,1.3357,-0.0157909,2.41121,-0.537859
2011-09-23,18:00,2.29239,-1.80866,-2.67883,-1.37394,0.372905,0.0263993
2011-10-11,00:00,-0.93236,-3.39294,1.77262,-1.43149,2.22668,-5.51252
2011-10-14,09:00,-1.17393,-0.808022,-1.64151,0.448408,1.58776,-1.14902
2011-10-18,12:00,-1.44785,-5.46025,-0.987195,-1.16316,3.64997,-2.4879
2011-10-22,15:00,-3.7841,-3.31001,-2.67599,-6.40143,1.81492,-0.0453713
2011-10-29,00:00,-2.05847,-1.70062,-5.75294,-1.9659,0.222602,0.271152
