Filter SHA results: L, M: 04, 01
Date,Center time,Clm_r,Slm_r,Clm_th,Slm_th,Clm_ph,Slm_ph
2010-01-01,12:00,3.76106,12.7418,-4.56429,3.93787,-4.41642,1.1714
2010-01-07,06:00,-2.91531,6.50852,10.0535,11.4352,-0.561544,-4.63548
2010-01-08,21:00,-3.69087,7.21132,10.9763,10.8062,-2.00005,-4.92413
2010-02-09,03:00,-0.774148,3.09267,-1.60463,13.5193,-0.421493,-5.44904
2010-02-20,18:00,0.468528,7.44719,7.76019,11.2446,-5.84176,-7.97297
2010-02-27,03:00,1.77078,5.26231,5.95258,11.6717,-6.36769,-1.98864
2010-02-28,09:00,0.480983,9.21414,6.9366,13.1417,-8.01989,-3.59737
2010-03-09,09:00,-3.53839,4.81893,3.22656,14.6478,0.533579,-4.36534
2010-03-18,18:00,-1.69492,9.44704,4.8254,14.1243,-6.2305,-2.86635
2010-03-22,03:00,-0.272347,6.89984,4.49708,15.8668,-0.524633,-5.8161
2010-03-24,00:00,-2.73616,0.639573,7.03428,12.4178,-2.44091,-11.7285
2010-03-27,15:00,-1.95684,8.38392,8.3325,12.1136,-3.4991,0.149817
2010-04-18,18:00,0.724298,6.19745,4.46989,11.9262,-4.31613,0.937411
2010-04-25,21:00,2.33671,5.77787,7.12525,7.56499,-6.30292,0.526803
2010-04-27,18:00,4.8762,4.51002,6.77399,10.5911,-6.14589,1.03626
2010-05-14,03:00,-0.873682,10.8829,0.876049,12.5039,-3.7449,-1.50468
2010-05-16,03:00,0.152743,7.4273,0.642814,15.3031,-2.802,-3.65521
2010-05-23,00:00,3.64785,0.257066,10.0336,21.1802,-7.24925,9.08769
2010-05-24,09:00,1.31873,3.59707,9.42627,17.0544,-2.74921,6.62447
2010-05-27,15:00,4.87096,7.06874,1.87537,9.36169,-0.023095,2.46476
2010-06-12,18:00,0.423226,6.87749,2.10404,15.7367,-8.31146,-3.14205
2010-06-20,09:00,-2.73063,5.92656,-0.477286,18.867,-0.0599701,-5.0715
2010-06-21,21:00,-5.23343,10.474,-4.72521,17.1957,-2.70253,-2.96391
2010-07-07,00:00,0.00286102,3.79312,2.06923,11.4593,-10.8672,-1.71381
2010-07-11,00:00,0.512516,3.60983,-0.858495,15.7315,-7.54484,-4.26785
2010-07-17,03:00,-2.5235,5.46198,-1.33549,13.7401,-2.63489,-8.64921
2010-07-18,03:00,0.241142,6.36064,-0.880647,16.2757,-4.46376,-4.94086
2010-07-19,03:00,0.925276,7.01288,0.157075,16.3362,-6.06165,-3.27484
2010-08-20,00:00,1.62427,9.0128,-0.985869,14.5246,-4.35038,-3.28501
2010-08-30,03:00,4.45803,5.30243,-0.983265,10.4975,-5.68011,0.0808008
2010-08-31,06:00,4.54035,3.8212,3.57263,12.6184,-5.48637,2.26193
2010-09-01,00:00,2.71189,4.9235,1.83054,12.5534,-6.52558,-0.455682
2010-09-04,09:00,3.66629,4.69963,-0.834717,14.356,-2.58999,-4.68384
2010-09-05,09:00,3.72457,4.52181,-0.454516,13.4014,-3.16751,-4.05271
2010-09-11,18:00,3.96425,8.3771,-2.47717,14.3007,0.235625,-3.68103
2010-09-12,21:00,6.21754,7.16563,1.83158,14.6861,1.14666,-5.20539
2010-09-22,18:00,2.7894,4.56669,-0.591186,16.3073,0.261792,-3.03848
2010-10-02,06:00,4.5201,9.6128,-0.807578,14.2715,1.86216,0.260036
2010-10-04,00:00,4.29837,10.3146,-1.6947,15.3807,-1.11062,0.496522
2010-10-14,21:00,2.03517,8.86193,6.78703,9.73058,-1.83974,-3.75127
2010-11-01,00:00,2.46594,10.4132,-2.46438,20.8447,-1.45076,3.01644
2010-11-01,18:00,4.57377,9.62385,-5.60144,21.2955,-2.9546,4.771
2010-11-07,03:00,6.74239,7.68759,-8.39853,19.8389,-0.648303,-5.72919
2010-11-10,03:00,5.22074,10.5273,-4.28328,14.1907,-3.244,-2.99045
2010-11-19,18:00,5.35951,11.1705,-1.78993,20.2444,3.44372,-0.704707
2010-12-02,18:00,2.77417,11.2021,1.65683,22.5818,4.7631,-7.36681
2010-12-03,18:00,2.28312,10.5714,1.68942,21.1583,4.85507,-7.07204
2010-12-05,09:00,2.7705,11.616,2.68737,21.0073,3.72911,-5.81955
2010-12-09,21:00,-4.11977,-1.01945,4.13053,1.55461,-16.2098,-11.8233
2010-12-11,12:00,-3.36738,0.0964072,4.08811,-2.15299,-14.099,-9.72674
2010-12-22,21:00,0.110319,14.8996,5.24106,5.41889,-6.50416,-4.95336
2011-01-05,09:00,1.41565,7.19213,7.37765,18.33,1.79713,-13.5086
2011-01-24,03:00,10.0984,6.83679,-8.52147,7.10201,-3.29102,-2.73995
2011-01-30,15:00,7.28328,5.72721,-7.0546,27.7071,8.03345,-0.944736
2011-02-03,15:00,6.97493,10.7864,-8.25465,13.6685,-2.2764,3.82759
2011-02-13,21:00,6.19618,9.35404,5.73711,6.95648,-7.52599,-3.3392
2011-02-17,15:00,10.2587,9.75159,-0.354874,8.81224,-3.94283,-0.166563
2011-02-24,12:00,3.42565,11.2652,-7.24065,16.676,1.08169,-2.65893
2011-02-27,15:00,2.83828,11.3856,-6.76718,16.1305,-3.53813,0.276101
2011-03-15,06:00,7.21292,11.822,-4.21593,13.2639,-7.3544,-1.84212
2011-03-16,06:00,7.56347,9.61964,-1.33108,11.1159,-6.01528,-1.6854
2011-03-17,06:00,7.71242,10.7808,-0.303929,7.91946,-2.10043,0.351972
2011-03-26,18:00,2.13703,9.34885,-3.26859,19.8202,-1.61886,-6.88003
2011-03-27,18:00,1.41904,10.6914,0.0738114,19.353,-3.58674,-7.92252
2011-04-25,18:00,3.28714,10.5381,3.29961,11.8871,-5.96094,-5.20923
2011-04-27,03:00,2.62324,10.3496,1.72527,11.6969,-5.02994,-3.74926
2011-04-28,06:00,2.98332,12.14,2.95861,14.9627,-6.55291,-2.10652
2011-05-09,15:00,2.97758,9.57406,1.6816,17.8268,-2.54404,-8.01322
2011-05-13,00:00,3.44121,5.92678,5.22354,15.4946,-4.74735,1.38091
2011-05-14,09:00,1.14999,5.63447,8.61154,13.9821,-5.28766,2.53963
2011-05-20,00:00,-2.46382,7.27252,3.56512,3.81173,-1.67185,-4.79159
2011-05-21,00:00,-1.16829,10.0006,1.25628,3.52877,-1.63979,-4.85026
2011-05-22,21:00,-0.00572015,12.1797,-0.421841,5.75072,-1.44109,-2.08979
2011-05-25,15:00,-3.19083,15.5987,-1.49569,5.14773,-2.42645,-1.73139
2011-06-04,09:00,3.11591,8.42158,-0.436256,11.9889,-3.99609,-6.19309
2011-06-18,18:00,5.95884,12.9173,2.3781,10.3586,-4.46711,-9.16622
2011-06-28,18:00,11.6105,13.1979,8.64363,15.3423,-6.5129,-1.23135
2011-07-16,21:00,0.0331558,10.6599,-0.487452,18.3292,0.378528,-6.77656
2011-07-27,18:00,2.00904,7.50834,-3.27792,12.3621,-1.33635,-2.89446
2011-07-28,18:00,3.71083,8.00061,0.480475,14.0113,1.55648,-4.94147
2011-08-03,06:00,0.673174,12.5308,-5.67636,16.0231,5.61754,-6.06346
2011-08-19,09:00,1.91355,13.4417,0.993033,7.95513,-12.4304,-4.68152
2011-08-20,09:00,0.305737,12.0546,1.47892,12.8783,-11.3601,-3.88443
2011-08-21,12:00,2.73589,12.716,2.01317,15.199,-6.23037,-3.57047
2011-08-31,15:00,3.86647,10.924,3.34646,9.16593,-8.26558,-3.09006
2011-09-01,00:00,3.73616,11.0883,5.00196,10.8648,-7.68999,-3.13103
2011-09-09,00:00,2.36062,12.1007,-3.81267,17.446,-8.19618,-2.96215
2011-09-23,18:00,-0.680773,13.0052,-0.340467,16.4734,-4.44532,-5.06242
2011-10-11,00:00,4.8543,8.98147,3.31244,15.4207,-11.3908,-4.63945
2011-10-14,09:00,7.17086,9.36668,3.36794,16.5237,-8.60889,-2.7321
2011-10-18,12:00,4.08361,9.83337,1.17515,15.6201,-7.09357,0.107304
2011-10-22,15:00,6.02627,12.4596,-1.35343,15.4124,-8.05843,-1.60601
2011-10-29,00:00,4.60563,13.7626,-9.14306,15.2662,-6.4856,0.129607
2011-11-06,15:00,0.615278,13.0849,-0.70849,11.015,-14.7771,-1.57621
2011-11-10,03:00,-0.101441,10.9009,-1.39844,13.7346,-14.2222,-1.48171
2011-11-13,06:00,-3.70204,8.73579,2.6465,13.3734,-8.44796,-4.47496
2011-11-18,21:00,6.08069,13.0751,0.0384007,21.1587,-3.28588,-4.72628
2011-11-19,21:00,5.2291,14.4305,0.980964,17.5267,-1.49044,-4.18871
2011-12-06,12:00,0.466075,13.6956,6.1141,18.4527,-11.4993,-2.95793
2011-12-16,00:00,1.57317,17.2016,-3.87306,12.2763,-4.18215,-2.66565
2011-12-17,00:00,3.19284,14.6202,-2.56712,15.4444,-4.45571,-1.02453
2011-12-26,00:00,7.43237,9.75471,-3.10046,34.3002,-3.83288,-2.09718
2011-12-27,09:00,3.73659,10.2988,3.03172,29.2435,-8.44037,3.21543
2012-01-04,18:00,8.13914,8.75098,-6.59918,15.8695,-12.2074,1.96731
2012-01-15,03:00,4.01685,12.1772,0.521687,16.4788,-7.81822,-3.84419
2012-01-19,12:00,1.44476,20.0686,4.86123,6.19783,-7.82357,-1.55444
2012-02-11,15:00,-2.6208,17.9021,6.39096,9.5531,-14.2966,-0.519179
2012-02-16,21:00,9.12812,-0.916116,3.4564,7.56647,-3.21937,-14.3485
2012-02-17,21:00,7.44396,-1.11856,5.88574,8.92929,-5.50589,-16.4727
2012-02-23,09:00,6.97056,-1.61861,8.48721,6.82872,-6.37266,-19.2538
2012-03-22,09:00,3.9973,16.5254,-8.8378,20.9959,-8.78532,-0.861765
2012-03-26,00:00,0.642497,15.7018,-0.769086,14.0081,-8.08514,-2.26874
2012-03-29,09:00,0.886471,15.9653,4.87604,12.9341,-9.48285,-4.86575
2012-03-31,00:00,3.89288,15.9431,0.981467,11.0533,-7.72334,-5.14841
2012-04-06,09:00,8.55241,14.5609,-7.28919,14.7901,-4.94929,-4.49917
2012-04-09,06:00,8.27202,10.8569,-5.85995,14.5514,-7.54701,-2.50184
2012-04-16,09:00,8.26852,16.2286,-6.09926,11.7801,-15.6907,-4.49137
2012-04-21,03:00,5.81414,14.0581,-4.36529,22.3411,-14.1422,-1.76402
2012-04-30,09:00,2.0177,15.6551,-3.45628,14.9283,-7.37125,-2.35548
2012-05-04,15:00,7.708,16.2437,0.163851,12.7372,-11.7493,-1.45292
2012-05-05,15:00,7.37474,17.1284,-2.96372,11.2714,-9.54963,-3.00047
2012-05-07,09:00,1.97386,16.3423,-0.581897,15.9477,-9.1519,-0.395638
2012-05-21,15:00,4.25785,12.2836,3.37593,12.8787,-4.77176,-6.45638
2012-05-27,18:00,2.42427,19.0103,-7.11514,19.934,-4.54999,-6.70609
2012-05-29,06:00,1.85452,18.2531,-1.82564,20.0731,-7.57706,-5.88526
2012-06-13,21:00,4.33128,10.775,3.7745,14.0879,-8.65093,-2.04658
2012-06-15,00:00,1.69633,12.9259,2.69656,12.152,-8.40844,-6.69988
2012-06-21,18:00,3.87437,18.7349,-0.680773,16.1533,-9.97798,-9.87832
2012-06-23,03:00,2.04331,15.1259,-1.32851,13.6661,-4.36079,-9.98507
2012-07-13,21:00,10.799,10.1084,-0.881814,19.4932,-8.40996,0.763372
2012-07-27,00:00,2.64364,12.3976,0.576804,10.4486,-11.3317,-3.67374
2012-07-31,15:00,5.47852,14.7358,-2.72037,11.381,-8.09911,-7.44636
2012-08-10,21:00,8.52519,12.9954,0.814356,16.108,-12.908,0.514314
2012-08-30,06:00,5.41629,16.8128,-1.05264,17.3321,-6.4994,-11.2943
2012-08-31,09:00,2.78845,15.5856,-0.619709,16.7085,-6.88348,-8.81653
2012-09-11,03:00,3.11282,13.6404,-7.21336,19.5764,-4.53421,-10.6001
2012-09-14,09:00,0.944336,15.8141,-4.23091,11.8869,-8.50455,-3.03342
2012-09-23,15:00,5.07439,13.3321,-7.30129,14.8195,-11.6175,-1.39545
2012-09-24,18:00,5.97421,14.5824,-2.76547,16.883,-11.6604,2.52592
2012-09-25,18:00,5.26133,13.7687,-4.69858,16.6675,-10.1129,-1.30576
