Filter SHA results: L, M: 06, 01
Date,Center time,Clm_r,Slm_r,Clm_th,Slm_th,Clm_ph,Slm_ph
2010-01-01,12:00,-0.213908,-2.74659,2.43738,-11.4853,-7.19273,2.49971
2010-01-07,06:00,3.3079,-5.62517,4.78562,-0.268058,-1.8156,-1.58299
2010-01-08,21:00,2.48687,-7.82325,6.23355,6.781,-3.71556,-1.88836
2010-02-09,03:00,-1.69017,1.78257,9.87043,0.630893,-1.66039,-3.01108
2010-02-20,18:00,-4.97491,0.0603284,14.1837,-3.0521,-3.03942,1.51767
2010-02-27,03:00,-2.92603,2.50331,5.73663,-9.77501,-2.55967,2.64139
2010-02-28,09:00,-3.71887,0.098238,3.01951,-6.17735,-4.18872,1.03939
2010-03-09,09:00,4.83556,2.1726,-0.655083,-3.1864,-1.37416,-4.30289
2010-03-18,18:00,3.63144,-3.03351,1.59984,1.71871,-4.01952,2.55606
2010-03-22,03:00,0.346236,-3.01868,-1.4454,0.346531,-2.30887,-0.749561
2010-03-24,00:00,0.0372701,-2.25448,-3.03631,-0.713266,-4.64339,0.705684
2010-03-27,15:00,-1.11841,-4.90353,6.94851,-0.917685,-3.59434,1.04693
2010-04-18,18:00,0.393813,-6.86446,5.77004,-2.1114,-4.4984,0.211046
2010-04-25,21:00,1.8494,-5.0084,8.05614,1.61281,-4.22791,1.68145
2010-04-27,18:00,-2.11985,-2.05491,6.39297,0.184405,-2.71349,-0.239873
2010-05-14,03:00,2.37471,-8.87377,3.13878,-3.93669,-2.76146,1.05433
2010-05-16,03:00,0.481013,-7.93777,-3.18084,-0.391772,-2.10419,0.534924
2010-05-23,00:00,-0.882844,-0.239398,-2.7574,-1.73792,-0.366709,2.42651
2010-05-24,09:00,2.17878,-2.68061,3.10424,0.0217686,-1.54387,-1.21446
2010-05-27,15:00,0.199235,-3.16941,4.6247,1.85241,-4.98342,-1.65177
2010-06-12,18:00,-1.49017,-5.01061,2.16555,3.93786,-3.00909,0.497344
2010-06-20,09:00,0.672358,-3.51324,4.93339,-0.202342,-2.6292,-0.202604
2010-06-21,21:00,3.81339,-5.78234,5.34843,-2.46994,-3.42959,0.933346
2010-07-07,00:00,1.51433,-3.41873,6.28801,4.0585,-5.47188,-0.458621
2010-07-11,00:00,-0.629765,-0.566877,3.68087,4.30487,-6.04216,1.02095
2010-07-17,03:00,4.11504,-4.09273,3.76485,-1.448,-4.72046,-2.98012
2010-07-18,03:00,3.01702,-4.99355,1.95736,0.119844,-4.06332,-0.0641445
2010-07-19,03:00,0.266102,-5.31565,1.3854,1.80305,-5.53783,0.853023
2010-08-20,00:00,1.03936,-4.01681,2.09987,2.4977,-5.88916,0.720847
2010-08-30,03:00,0.441024,-0.872773,6.27401,0.69496,-2.70972,0.801915
2010-08-31,06:00,0.594064,0.645889,5.66605,2.21326,-3.76659,-0.279843
2010-09-01,00:00,1.2012,-1.00132,4.91519,1.9769,-3.90458,-0.60379
2010-09-04,09:00,1.42379,-2.99363,1.17748,4.83119,-3.35278,0.30227
2010-09-05,09:00,0.73773,-3.83226,0.260534,2.29602,-4.0735,0.561474
2010-09-11,18:00,-1.89255,-5.59307,-0.198494,2.66695,-2.90653,-1.62111
2010-09-12,21:00,-1.54917,-7.28969,1.36596,-0.265548,-2.45971,-0.631261
2010-09-22,18:00,0.266744,-2.72427,-4.44326,-0.514592,-1.89236,1.49919
2010-10-02,06:00,1.67953,-8.14269,1.66483,-4.8956,-1.23376,1.14243
2010-10-04,00:00,1.39186,-8.37531,2.27292,-6.36048,-2.77662,1.82728
2010-10-14,21:00,-3.3435,-2.35052,0.56541,-0.265534,-5.32263,-0.215296
2010-11-01,00:00,2.01074,-3.86733,-13.5893,-2.88463,-3.64097,0.47116
2010-11-01,18:00,1.68133,-1.75831,-14.7238,-3.96455,-4.79274,2.22822
2010-11-07,03:00,3.18854,-0.338526,-10.8078,-3.19114,-1.87533,-0.657658
2010-11-10,03:00,2.54853,-1.50938,-7.17277,-5.3317,-3.08781,1.50163
2010-11-19,18:00,2.21368,-5.00517,-7.14772,-3.07867,-0.377372,-0.950834
2010-12-02,18:00,1.30425,-8.93818,1.22927,13.7988,-2.4216,-0.768442
2010-12-03,18:00,1.23049,-8.22911,-4.83983,14.0057,-3.56449,-0.524516
2010-12-05,09:00,1.18377,-7.23192,-7.60362,4.81887,-2.81915,1.38825
2010-12-09,21:00,-8.35047,-6.81547,10.2764,5.09223,-7.51294,-1.742
2010-12-11,12:00,-6.9246,-4.66382,10.2535,0.303069,-8.16288,-0.420397
2010-12-22,21:00,-3.3412,-5.95364,10.9266,-6.34884,-4.34086,0.309098
2011-01-05,09:00,-3.06262,-5.20128,4.21105,17.4413,-5.75663,-1.56298
2011-01-24,03:00,1.35175,0.0636344,-7.05138,-15.4855,-1.0898,-0.252188
2011-01-30,15:00,6.89831,-8.11803,-20.2763,12.8316,-4.03436,1.89109
2011-02-03,15:00,3.67269,-3.58755,-10.9086,-10.8301,-5.43714,1.31093
2011-02-13,21:00,-8.35886,-2.43836,11.0459,-8.23,-6.22363,-0.02447
2011-02-17,15:00,-7.26464,1.51543,10.2036,-2.16518,-7.30741,-0.00240493
2011-02-24,12:00,0.476985,-7.52036,-7.50312,2.83451,-3.99468,0.769011
2011-02-27,15:00,2.49354,-3.69101,-12.0576,0.584007,-6.37036,-0.117391
2011-03-15,06:00,-2.1339,-0.154692,3.70139,-7.2225,-4.84487,0.703439
2011-03-16,06:00,-2.31138,0.486953,4.8371,-8.17732,-4.71259,1.20379
2011-03-17,06:00,-2.11184,1.50085,1.97052,-8.80201,-3.94261,2.8701
2011-03-26,18:00,2.53534,-4.9837,2.16088,-0.993246,-4.18188,-0.156777
2011-03-27,18:00,2.05725,-5.9482,4.69385,2.45709,-5.27078,-1.1977
2011-04-25,18:00,-4.76989,-3.18289,-0.631291,2.13951,-6.80439,0.830174
2011-04-27,03:00,-5.85789,-2.41406,1.49639,-1.237,-5.32838,-0.484722
2011-04-28,06:00,-6.29525,-1.86029,0.994365,0.0648785,-6.68404,2.05529
2011-05-09,15:00,-2.17247,-3.37821,0.907863,0.208215,-4.85051,-1.18471
2011-05-13,00:00,-3.6058,-1.13149,3.14968,1.01268,-5.58821,1.80758
2011-05-14,09:00,-0.60414,1.10222,5.05274,-1.20711,-4.49475,1.25599
2011-05-20,00:00,-2.8116,-2.87168,5.02189,-0.577256,-5.19334,0.212187
2011-05-21,00:00,-0.876748,-3.92263,1.00206,1.55516,-6.19006,1.65289
2011-05-22,21:00,-2.36418,-5.06099,-2.13097,2.31652,-5.47586,1.6421
2011-05-25,15:00,4.85197,-12.7397,-0.769065,1.33797,-3.20026,2.34905
2011-06-04,09:00,-0.533337,-4.19828,1.2426,-1.10992,-0.836123,-3.82365
2011-06-18,18:00,-1.30282,-6.55313,0.586613,2.10411,-5.98452,0.985119
2011-06-28,18:00,-3.96117,-6.68136,-3.63571,1.70624,-6.42545,-3.43587
2011-07-16,21:00,-0.275399,-1.03682,-3.24617,3.58587,-3.74596,-1.19469
2011-07-27,18:00,3.52106,-2.55324,-1.63086,-3.489,-4.8079,-2.34882
2011-07-28,18:00,1.01665,-1.08195,-1.4978,-1.62891,-3.07776,-3.25332
2011-08-03,06:00,-1.9484,-2.66408,-6.15218,-7.78725,-0.765301,-3.32196
2011-08-19,09:00,0.570984,-5.50429,5.49201,-4.8671,-9.09079,0.0415295
2011-08-20,09:00,0.420189,-3.29663,4.02743,-1.88627,-8.81457,-1.6238
2011-08-21,12:00,-2.13768,-2.41129,3.5485,1.37252,-6.9658,-1.85004
2011-08-31,15:00,1.16281,-4.90612,4.02846,0.899175,-6.56073,1.55646
2011-09-01,00:00,1.04602,-4.52507,5.39406,1.69736,-6.18471,1.19588
2011-09-09,00:00,1.13663,-5.5808,1.33109,4.26038,-6.66202,1.80083
2011-09-23,18:00,4.91864,-6.21812,1.22246,-1.10429,-4.46524,-1.04184
2011-10-11,00:00,-1.49594,-4.69614,9.65488,5.02799,-6.3447,-0.597402
2011-10-14,09:00,0.795773,-3.46382,5.32875,5.92259,-4.59814,-2.66005
2011-10-18,12:00,1.18124,-1.09402,0.272403,9.92408,-4.21235,-0.0469662
2011-10-22,15:00,-0.705743,-6.43126,-1.73678,6.16488,-4.33965,-1.46814
2011-10-29,00:00,0.614978,-7.27958,-2.65738,-3.54291,-4.85595,-0.817448
2011-11-06,15:00,1.82026,-3.00438,6.78997,-6.14056,-6.82167,-1.03261
2011-11-10,03:00,0.797911,-3.76159,0.17345,-1.49739,-6.40853,-3.0433
2011-11-13,06:00,1.46946,-5.64012,-2.05349,-0.710194,-2.73311,-1.85931
2011-11-18,21:00,0.128145,-5.41417,-6.19894,4.13884,-4.71767,-3.59864
2011-11-19,21:00,-1.14701,-4.96564,-4.69157,3.23161,-5.39525,-3.10609
2011-12-06,12:00,2.59607,-1.41096,2.2832,-5.57457,-6.30208,-0.74551
2011-12-16,00:00,3.94699,-4.5072,-2.16187,-1.74077,-2.44968,-2.16327
2011-12-17,00:00,2.89363,-2.5205,-1.96558,-3.12333,-3.94263,-1.42737
2011-12-26,00:00,6.18152,-8.90143,-11.5475,6.73076,-3.39203,0.319639
2011-12-27,09:00,4.2019,-7.76911,-6.50682,7.69571,-5.88161,1.81975
2012-01-04,18:00,-0.344698,3.64093,1.52439,-6.61648,-6.52198,-1.38304
2012-01-15,03:00,-2.86582,-3.78726,7.5845,1.68786,-8.90669,0.590904
2012-01-19,12:00,-3.41457,-6.31489,11.0697,-1.27966,-5.33874,-1.72238
2012-02-11,15:00,2.39054,-2.82803,2.53413,0.334197,-9.35175,1.28329
2012-02-16,21:00,0.247451,-5.26604,10.1315,2.86339,-6.10867,-1.66667
2012-02-17,21:00,-1.03175,-8.07553,7.65342,3.29966,-4.76249,-2.33318
2012-02-23,09:00,-7.47285,-7.18491,13.9472,2.75788,-6.40554,-2.13219
2012-03-22,09:00,1.85262,-2.98499,-2.40637,5.68305,-6.12741,-2.49075
2012-03-26,00:00,4.07109,-3.14731,0.859075,5.20227,-8.46035,-1.04849
2012-03-29,09:00,-0.884005,-1.09949,9.30402,2.58693,-5.477,-1.97293
2012-03-31,00:00,-1.93171,-2.58545,10.0516,-1.35434,-5.46736,-0.652917
2012-04-06,09:00,-1.05259,2.12552,3.93312,-3.13637,-5.20125,-1.30413
2012-04-09,06:00,-0.165472,5.57104,6.28668,-3.89387,-5.63396,1.16527
2012-04-16,09:00,-1.23395,0.426359,-0.0117192,-3.84095,-8.16965,-1.61616
2012-04-21,03:00,-0.244663,-2.43706,-1.78474,4.40235,-7.1732,-0.117101
2012-04-30,09:00,2.23799,-5.93974,1.36622,-0.953973,-6.0119,-3.1122
2012-05-04,15:00,-1.29902,-1.89369,4.3897,1.12586,-10.0278,1.55002
2012-05-05,15:00,0.139024,-3.67308,3.94012,0.567461,-8.70663,-0.118118
2012-05-07,09:00,3.00675,-2.95985,5.64612,-1.47838,-7.6328,0.420567
2012-05-21,15:00,3.52411,-3.74889,4.6545,-3.06235,-5.8325,-2.69494
2012-05-27,18:00,0.6354,-10.7968,-4.33673,-0.388785,-6.02515,-3.98392
2012-05-29,06:00,1.29928,-6.93958,3.40812,-0.427542,-7.34447,1.46519
2012-06-13,21:00,-0.122558,-2.51966,6.31682,3.06857,-8.44018,-0.117273
2012-06-15,00:00,1.28918,-2.39494,2.20334,3.20135,-8.0786,-0.787765
2012-06-21,18:00,-1.31459,-5.22406,-0.272756,1.49817,-6.66098,-3.71748
2012-06-23,03:00,-1.06995,-2.54547,-2.61481,-1.44566,-4.07682,-4.86552
2012-07-13,21:00,0.0587795,-3.81749,2.08912,-0.386753,-2.7474,0.919618
2012-07-27,00:00,3.80648,0.484662,3.38737,2.40392,-7.7966,-0.865077
2012-07-31,15:00,-1.90232,-0.464949,1.5034,-4.51054,-7.92828,-4.31999
2012-08-10,21:00,1.93438,-0.844012,9.9976,-3.49805,-7.08626,3.47653
2012-08-30,06:00,-0.468319,-6.08362,-0.0922203,4.69999,-5.73292,-3.23897
2012-08-31,09:00,0.591997,-5.61091,0.154581,3.76264,-4.24757,-0.296486
2012-09-11,03:00,1.41953,-2.96044,-3.66461,-1.04204,-7.04176,-2.23604
2012-09-14,09:00,1.47998,-7.12147,-1.3417,0.0229531,-6.58854,-1.19927
2012-09-23,15:00,0.389689,-7.16893,1.92601,1.01657,-7.87148,0.861809
2012-09-24,18:00,2.15165,-6.46296,1.82892,7.94589,-8.36334,2.22775
2012-09-25,18:00,2.5377,-7.0824,1.20755,6.7419,-8.84826,2.62514
2012-09-28,12:00,2.04355,-4.71228,6.01931,8.00738,-8.67277,0.0427689
2012-10-20,06:00,4.74697,-5.19459,-2.94353,0.931908,-7.07575,-0.486493
2012-10-21,06:00,2.68736,-8.04098,-4.56508,-0.377743,-4.6387,-0.883648
2012-10-22,15:00,1.86559,-5.23545,-4.90045,1.74067,-6.12461,-0.0441749
2012-10-30,18:00,-1.79694,-8.39621,11.4701,1.88614,-8.53889,-0.269371
2012-11-08,15:00,7.6084,-6.20329,-4.16057,-1.68922,-7.94958,2.84815
2012-11-09,21:00,8.48289,-4.55913,-2.70837,-5.44674,-7.58476,2.49913
2012-11-28,09:00,1.08081,-6.8944,4.23965,3.72342,-7.23916,-0.0556785
2012-12-06,18:00,2.03586,-1.64822,3.05164,-2.66695,-8.97694,-0.994515
2012-12-07,18:00,1.95266,-2.24046,-3.50092,-2.59796,-8.08489,1.93852
2012-12-11,09:00,-0.731581,0.500846,2.32019,-4.50312,-7.8585,2.84817
2012-12-14,06:00,0.523504,-0.512793,-1.20841,-5.66205,-11.5873,1.17065
2012-12-23,00:00,3.69713,-4.90344,-5.02517,-0.561649,-7.62715,0.996677
2012-12-28,00:00,3.02896,-10.039,3.02596,8.07457,-8.88999,-2.20124
2013-01-01,12:00,4.34805,-12.3442,2.43684,13.2787,-6.74873,-1.55078
2013-01-23,06:00,0.269453,-2.20524,-0.0176478,-10.4294,-7.2582,1.24352
2013-01-31,09:00,4.48182,-1.13915,2.64405,-5.11682,-8.25718,1.86141
2013-02-06,06:00,2.18905,-6.95325,1.75098,-3.6413,-9.98815,2.06117
2013-02-11,18:00,0.961449,-2.09048,-1.95048,3.47315,-7.16181,0.562057
2013-02-25,09:00,-0.090548,-9.03297,-5.09851,14.7617,-7.15698,0.705317
2013-03-06,18:00,0.005602,-10.0856,5.80763,8.17095,-6.13467,-0.529402
2013-03-08,06:00,2.69404,-8.97031,7.6215,11.2782,-5.53979,-0.138011
2013-03-11,21:00,5.19975,-6.50114,6.45633,9.00105,-7.60955,-0.968003
2013-03-13,21:00,5.39108,-5.58257,8.55547,8.64849,-9.322,-1.18835
2013-03-26,15:00,-0.822625,-4.01763,5.09298,-4.36347,-10.4505,-1.21209
2013-04-16,03:00,1.24961,-1.96227,-0.746271,-5.46317,-7.74234,-2.91087
