Filter SHA results: L, M: 10, 00
Date,Center time,Clm_r,Slm_r,Clm_th,Slm_th,Clm_ph,Slm_ph
2010-01-01,12:00,0.387024,0,-8.13579,0,-2.14722,0
2010-01-07,06:00,6.86426,0,-6.05527,0,0.246403,0
2010-01-08,21:00,3.77074,0,-6.28971,0,-0.445126,0
2010-02-09,03:00,-1.91516,0,-2.53743,0,1.71883,0
2010-02-20,18:00,-3.42462,0,-3.50579,0,-2.38889,0
2010-02-27,03:00,1.93476,0,-6.32207,0,-2.51354,0
2010-02-28,09:00,1.24009,0,-5.92696,0,-3.59948,0
2010-03-09,09:00,1.54078,0,-7.77919,0,-1.29769,0
2010-03-18,18:00,2.34877,0,-11.379,0,-0.904845,0
2010-03-22,03:00,0.97747,0,-8.66504,0,-0.960665,0
2010-03-24,00:00,0.412523,0,-5.35726,0,-1.05392,0
2010-03-27,15:00,0.920954,0,-7.24262,0,-1.80866,0
2010-04-18,18:00,0.551593,0,-3.99421,0,-1.36779,0
2010-04-25,21:00,4.69032,0,-6.577,0,0.119983,0
2010-04-27,18:00,4.58487,0,-5.62474,0,-1.03505,0
2010-05-14,03:00,2.82458,0,-6.16389,0,0.258882,0
2010-05-16,03:00,7.10508,0,-5.21156,0,-2.43012,0
2010-05-23,00:00,4.80659,0,-6.9765,0,1.49913,0
2010-05-24,09:00,4.44067,0,-7.96794,0,0.485772,0
2010-05-27,15:00,1.11808,0,-3.84036,0,-1.21514,0
2010-06-12,18:00,1.70154,0,-8.3302,0,-0.509463,0
2010-06-20,09:00,3.42652,0,-9.02629,0,3.27126,0
2010-06-21,21:00,6.99913,0,-5.07425,0,1.05876,0
2010-07-07,00:00,2.81892,0,-4.40924,0,-1.23222,0
2010-07-11,00:00,0.394885,0,-4.34651,0,2.1985,0
2010-07-17,03:00,2.19025,0,-5.51654,0,0.693701,0
2010-07-18,03:00,2.70847,0,-5.64472,0,1.72491,0
2010-07-19,03:00,4.1909,0,-4.40717,0,-0.303594,0
2010-08-20,00:00,3.83108,0,-8.02694,0,0.30075,0
2010-08-30,03:00,3.91054,0,-3.62998,0,-1.39012,0
2010-08-31,06:00,4.06246,0,-4.6543,0,-1.29763,0
2010-09-01,00:00,2.01189,0,-6.08577,0,-1.87037,0
2010-09-04,09:00,2.95722,0,-9.86117,0,-0.904474,0
2010-09-05,09:00,-0.294529,0,-7.6818,0,-0.358187,0
2010-09-11,18:00,4.27151,0,-5.59215,0,0.671118,0
2010-09-12,21:00,4.99161,0,-6.50098,0,0.0728471,0
2010-09-22,18:00,3.78799,0,-7.61348,0,0.16844,0
2010-10-02,06:00,5.8273,0,-8.74317,0,-0.587039,0
2010-10-04,00:00,2.33325,0,-9.0105,0,-1.68658,0
2010-10-14,21:00,5.9681,0,-2.6054,0,-1.15187,0
2010-11-01,00:00,7.80634,0,-4.39659,0,-0.391404,0
2010-11-01,18:00,9.41619,0,-4.5846,0,-2.4036,0
2010-11-07,03:00,4.83125,0,-4.76493,0,-0.628567,0
2010-11-10,03:00,6.62399,0,-5.74251,0,-3.55606,0
2010-11-19,18:00,6.41481,0,-2.28306,0,1.05002,0
2010-12-02,18:00,8.72648,0,-3.75262,0,-1.59489,0
2010-12-03,18:00,11.1634,0,-4.48432,0,-1.60262,0
2010-12-05,09:00,6.72494,0,-4.4237,0,-2.04807,0
2010-12-09,21:00,4.33115,0,-0.497944,0,-1.25434,0
2010-12-11,12:00,6.5366,0,-0.6668,0,-0.0959838,0
2010-12-22,21:00,6.13128,0,-6.7808,0,1.45069,0
2011-01-05,09:00,4.4805,0,-5.40809,0,-2.11102,0
2011-01-24,03:00,5.48517,0,-6.51073,0,-0.968337,0
2011-01-30,15:00,3.63562,0,-10.5956,0,-1.74608,0
2011-02-03,15:00,5.77332,0,-6.32665,0,0.284413,0
2011-02-13,21:00,4.45951,0,-5.53138,0,0.460631,0
2011-02-17,15:00,4.98002,0,-3.39876,0,0.230373,0
2011-02-24,12:00,5.61497,0,-5.63013,0,0.357813,0
2011-02-27,15:00,6.67068,0,-5.74092,0,-0.813773,0
2011-03-15,06:00,4.43706,0,-7.22741,0,0.173624,0
2011-03-16,06:00,2.97583,0,-8.51202,0,0.348466,0
2011-03-17,06:00,5.66767,0,-6.32769,0,1.0241,0
2011-03-26,18:00,2.50877,0,-6.07292,0,1.2829,0
2011-03-27,18:00,2.4505,0,-5.45348,0,1.14702,0
2011-04-25,18:00,6.92609,0,-6.06399,0,-1.3038,0
2011-04-27,03:00,5.8652,0,-3.281,0,-0.337407,0
2011-04-28,06:00,7.11596,0,-4.86756,0,-0.245364,0
2011-05-09,15:00,10.6217,0,-5.70781,0,-1.27012,0
2011-05-13,00:00,6.99279,0,-4.22272,0,-1.44816,0
2011-05-14,09:00,8.12931,0,-4.48417,0,0.21989,0
2011-05-20,00:00,4.34604,0,-1.79316,0,-0.978742,0
2011-05-21,00:00,7.26309,0,-1.66577,0,-1.48459,0
2011-05-22,21:00,6.83921,0,-2.67494,0,-0.158224,0
2011-05-25,15:00,9.28435,0,-7.56651,0,0.792465,0
2011-06-04,09:00,4.62571,0,-4.25421,0,-0.842084,0
2011-06-18,18:00,8.59166,0,-4.0601,0,-1.63484,0
2011-06-28,18:00,0.406929,0,-4.13069,0,-0.0677791,0
2011-07-16,21:00,4.96213,0,-2.52528,0,0.185772,0
2011-07-27,18:00,3.63039,0,-6.98706,0,-1.19546,0
2011-07-28,18:00,2.63843,0,-4.27539,0,-0.55845,0
2011-08-03,06:00,2.20722,0,-3.97893,0,-0.164543,0
2011-08-19,09:00,3.77844,0,-5.3115,0,-2.04956,0
2011-08-20,09:00,4.6921,0,-4.68399,0,-1.81913,0
2011-08-21,12:00,3.69307,0,-2.25617,0,-0.663212,0
2011-08-31,15:00,1.28386,0,-5.14725,0,-1.06676,0
2011-09-01,00:00,0.23785,0,-6.03371,0,0.299076,0
2011-09-09,00:00,3.54212,0,-4.56502,0,-1.86394,0
2011-09-23,18:00,2.81082,0,-6.95231,0,-0.287355,0
2011-10-11,00:00,-0.935606,0,-1.68554,0,-0.260171,0
2011-10-14,09:00,0.499062,0,-3.52885,0,0.639407,0
2011-10-18,12:00,0.112601,0,-4.45313,0,-0.206832,0
2011-10-22,15:00,3.94381,0,-4.39373,0,-1.61131,0
2011-10-29,00:00,0.880776,0,-4.78454,0,0.00510287,0
2011-11-06,15:00,4.29845,0,-3.96614,0,-2.15974,0
2011-11-10,03:00,1.12957,0,-3.54448,0,-0.430598,0
2011-11-13,06:00,4.40292,0,-8.95163,0,0.36046,0
2011-11-18,21:00,2.43661,0,-5.84722,0,0.217942,0
2011-11-19,21:00,1.98541,0,-8.18655,0,-0.774879,0
2011-12-06,12:00,6.33508,0,-4.21723,0,-1.27266,0
2011-12-16,00:00,6.68824,0,-6.71068,0,1.7975,0
2011-12-17,00:00,5.82001,0,-6.51669,0,-0.228451,0
2011-12-26,00:00,2.19139,0,-5.12997,0,1.51683,0
2011-12-27,09:00,3.30654,0,-6.09435,0,0.92482,0
2012-01-04,18:00,0.850635,0,-2.97999,0,-0.949481,0
2012-01-15,03:00,-0.459749,0,-3.6313,0,-1.37736,0
2012-01-19,12:00,2.50308,0,-10.3992,0,-1.00587,0
2012-02-11,15:00,4.80709,0,-3.50449,0,-1.80234,0
2012-02-16,21:00,4.37807,0,-3.3432,0,1.0456,0
2012-02-17,21:00,3.04391,0,-3.59667,0,0.920346,0
2012-02-23,09:00,3.11738,0,-4.55867,0,0.790093,0
2012-03-22,09:00,0.847561,0,-1.34601,0,0.343622,0
2012-03-26,00:00,2.99352,0,-3.9027,0,-0.0558703,0
2012-03-29,09:00,3.7345,0,-5.36851,0,1.73373,0
2012-03-31,00:00,3.82765,0,-8.93847,0,3.09662,0
2012-04-06,09:00,4.16629,0,-3.44039,0,2.21539,0
2012-04-09,06:00,4.44621,0,-3.98298,0,2.8102,0
2012-04-16,09:00,5.46819,0,-6.32425,0,0.604559,0
2012-04-21,03:00,6.94843,0,-4.54291,0,-0.884771,0
2012-04-30,09:00,-0.555824,0,-7.32866,0,-1.47011,0
2012-05-04,15:00,2.81941,0,-8.07152,0,2.28684,0
2012-05-05,15:00,4.56686,0,-8.43091,0,2.15048,0
2012-05-07,09:00,2.57546,0,-6.79249,0,3.20478,0
2012-05-21,15:00,3.2773,0,-6.36182,0,2.50631,0
2012-05-27,18:00,1.23017,0,-6.77071,0,-0.685788,0
2012-05-29,06:00,4.82634,0,-6.86368,0,0.23652,0
2012-06-13,21:00,4.70858,0,-3.06919,0,2.70836,0
2012-06-15,00:00,2.9581,0,-1.9018,0,1.5845,0
2012-06-21,18:00,-2.12241,0,-4.41105,0,-4.45771,0
2012-06-23,03:00,-2.21178,0,-5.24681,0,-3.6422,0
2012-07-13,21:00,7.16547,0,-5.27914,0,-0.580101,0
2012-07-27,00:00,2.38294,0,-5.95526,0,-0.475889,0
2012-07-31,15:00,0.731301,0,-2.06317,0,0.0680256,0
2012-08-10,21:00,4.7112,0,-6.62387,0,1.22201,0
2012-08-30,06:00,1.17227,0,-6.61626,0,0.599904,0
2012-08-31,09:00,3.95019,0,-5.24794,0,0.422499,0
2012-09-11,03:00,-0.336594,0,-3.9902,0,0.645842,0
