Filter SHA results: L, M: 12, 06
Date,Center time,Clm_r,Slm_r,Clm_th,Slm_th,Clm_ph,Slm_ph
2010-01-01,12:00,-0.128217,0.180807,0.258476,0.939164,-0.894863,0.0884479
2010-01-07,06:00,0.448181,-0.954436,-1.75222,-0.419548,-0.414904,-0.152998
2010-01-08,21:00,-2.15321,-0.918169,-0.0757792,0.699849,-0.0716897,-0.189387
2010-02-09,03:00,-0.22326,0.828917,-0.0390861,-1.83643,0.137976,-0.808345
2010-02-20,18:00,-0.903086,-1.745,-1.21263,0.506549,-0.866941,-0.507195
2010-02-27,03:00,-0.0768254,-0.947812,-0.443185,0.767506,-0.518013,-1.23951
2010-02-28,09:00,0.366869,0.863421,-0.227962,1.01881,1.38749,0.567301
2010-03-09,09:00,-1.13429,0.569623,-0.242534,0.9457,0.0401979,-0.910281
2010-03-18,18:00,-1.47415,-0.915603,2.32045,-1.44424,-0.335328,-0.907904
2010-03-22,03:00,-0.579247,-1.81927,-0.160547,-0.227548,-0.620542,0.19943
2010-03-24,00:00,-0.313392,-1.75204,-0.640935,0.386594,-0.41881,-0.420049
2010-03-27,15:00,-1.38033,0.324169,-0.835991,0.641634,0.136742,-0.554
2010-04-18,18:00,-0.303713,0.743132,1.07105,-0.566252,0.613307,-0.561717
2010-04-25,21:00,-0.878533,0.286717,-0.231621,-1.55184,0.0668512,0.0737943
2010-04-27,18:00,-1.75137,0.110357,0.00551522,0.710143,-0.683128,0.103863
2010-05-14,03:00,0.113194,0.572544,1.54929,-0.49207,-0.196163,-0.19345
2010-05-16,03:00,1.02047,0.46488,0.176755,-2.33396,0.0131819,-1.62399
2010-05-23,00:00,-1.44309,0.735015,-1.93905,1.05186,-0.47955,-0.322589
2010-05-24,09:00,-1.11986,0.909507,2.09663,-0.782723,0.0536152,-0.198028
2010-05-27,15:00,0.389112,-0.875523,-1.17379,-1.98076,0.211626,-1.10333
2010-06-12,18:00,-0.566096,-1.44998,-0.482258,0.68718,-1.13835,-0.97737
2010-06-20,09:00,-0.122653,-0.170823,-0.81175,-0.349498,0.00600323,-0.110171
2010-06-21,21:00,0.601267,-0.251797,0.102143,-3.15642,-0.282821,-0.436822
2010-07-07,00:00,-1.73551,0.166252,-1.39733,2.72756,0.108489,-0.671711
2010-07-11,00:00,0.965952,-0.179308,2.70984,-2.83708,0.859322,-0.860883
2010-07-17,03:00,0.620408,1.53113,-0.168448,-0.958953,-0.781826,0.800515
2010-07-18,03:00,-1.01568,0.246023,-2.08321,1.77971,-0.572697,-0.437928
2010-07-19,03:00,-0.821224,-0.842572,-1.52953,-1.37992,-0.374359,-1.1174
2010-08-20,00:00,-0.281527,1.21907,-0.77469,0.600584,-1.28522,0.564625
2010-08-30,03:00,-0.793237,-0.215938,2.88169,-1.11708,-2.26767,-0.877154
2010-08-31,06:00,-2.12512,-1.50482,-0.300889,1.23621,1.03852,0.207795
2010-09-01,00:00,-0.884508,-1.39847,-0.140189,-0.816417,0.636596,0.827799
2010-09-04,09:00,-1.16224,0.183263,0.695068,0.518318,0.193233,0.299896
2010-09-05,09:00,-0.548652,-0.818638,-0.519669,-0.922071,0.622572,0.599916
2010-09-11,18:00,-0.692868,-0.426351,-0.194222,1.46053,0.0662337,-0.13754
2010-09-12,21:00,1.92714,-1.34701,-0.375214,-0.706802,-0.280007,-0.51515
2010-09-22,18:00,0.144417,0.69703,-0.0837365,1.95755,-0.708629,-1.42801
2010-10-02,06:00,0.297539,0.718771,-0.0443985,-0.886186,0.578154,0.136651
2010-10-04,00:00,0.653325,-0.367131,0.342799,-1.5307,-0.12705,0.213014
2010-10-14,21:00,-0.664014,0.820681,-1.32425,2.03033,-0.0886559,0.356364
2010-11-01,00:00,-1.1852,-0.77091,2.08804,0.330816,-0.846288,-1.04439
2010-11-01,18:00,0.422564,-0.43612,0.00530742,-1.29673,-1.43003,-1.30446
2010-11-07,03:00,-1.24021,0.595554,1.7852,0.585348,-0.564818,-0.00109965
2010-11-10,03:00,0.291799,1.5015,2.20778,0.429598,1.3184,0.20081
2010-11-19,18:00,1.26311,-1.22706,-1.05522,0.679918,-0.582311,-0.453685
2010-12-02,18:00,-0.517703,0.717609,-1.43543,-0.039542,-0.447761,0.0137647
2010-12-03,18:00,0.44799,-0.0172856,-0.342497,1.04689,0.18009,-1.24618
2010-12-05,09:00,1.79647,-0.0140221,0.127702,1.66539,0.0137417,-0.270021
2010-12-09,21:00,-0.424662,-1.35802,2.7047,4.53855,1.05722,-0.578016
2010-12-11,12:00,-0.793687,-1.6122,-1.09687,0.984883,-1.05895,-1.84479
